CustomerID,LastPurshaceDate,Recency,Frequency,Monetary,R_rank,F_rank,M_rank,R_rank_norm,F_rank_norm,M_rank_norm,RFM_Score,Customer_segment,TransactionID,PurchaseDate,Quantity,Unit price,Age,Gender,Region,ByCash,Color,ProductOnSale,ProductSeason,Reviews,Salary,Score,date,TotalCost
1208,2023-09-30,54,2,1618.0,544.0,544.0,516.0,79.0,80.0,79.0,79.0,Champions,595847,2023-03-18,2.0,738.0,57,female,Europe,0,Purple,0.0,winter,"Adidas wrestling shoes offer excellent grip and support, enhancing performance on the mat.",2764,5,2023-03-18,1476.0
1208,2023-09-30,54,2,1618.0,544.0,544.0,516.0,79.0,80.0,79.0,79.0,Champions,518043,2023-09-30,2.0,71.0,44,male,Europe,1,Red,1.0,summer,The Adidas Adicolor Classics backpack is both stylish and functional. Great for daily use – a solid 5 stars!,2764,5,2023-09-30,142.0
1222,2023-09-19,65,2,768.0,512.0,544.0,354.0,74.0,80.0,79.0,78.0,Champions,803541,2022-12-15,2.0,234.0,20,female,Asia,1,Olive,0.0,spring,Adidas lacrosse sticks for kids are lightweight and designed for younger players.,3313,5,2022-12-15,468.0
1222,2023-09-19,65,2,768.0,512.0,544.0,354.0,74.0,80.0,79.0,78.0,Champions,514312,2023-09-19,2.0,150.0,27,male,Asia,1,Orange,1.0,fall,"Adidas wrestling shoes for kids offer reliable grip and support, enhancing performance on the mat.",3313,5,2023-09-19,300.0
1227,2023-10-27,27,2,460.0,608.0,544.0,219.0,88.0,80.0,79.0,81.0,Champions,381093,2023-08-13,2.0,100.0,47,male,Europe,0,Red,1.0,summer,"Adidas ankle socks are comfortable and practical, suitable for various activities.",3055,5,2023-08-13,200.0
1227,2023-10-27,27,2,460.0,608.0,544.0,219.0,88.0,80.0,79.0,81.0,Champions,506996,2023-10-27,2.0,130.0,48,male,Europe,0,Red,0.0,spring,"Adidas volleyball shoes for kids provide comfort and support, enhancing their performance on the court.",3055,5,2023-10-27,260.0
1236,2023-11-01,22,2,1972.0,622.0,544.0,537.0,90.0,80.0,79.0,82.0,Champions,628255,2022-11-28,2.0,740.0,63,female,Asia,0,Brown,1.0,spring,"Adidas wrestling knee pads provide reliable protection, ensuring safety on the mat.",3178,4,2022-11-28,1480.0
1236,2023-11-01,22,2,1972.0,622.0,544.0,537.0,90.0,80.0,79.0,82.0,Champions,998565,2023-11-01,2.0,246.0,63,female,Asia,0,Green,1.0,summer,I've had issues with the stitching on Adidas clothing.,3178,2,2023-11-01,492.0
1237,2023-11-11,12,2,1044.0,650.0,544.0,482.0,95.0,80.0,79.0,83.0,Champions,317661,2023-03-14,2.0,304.0,30,male,South America ,0,Brown,1.0,summer,"Adidas wrestling shoes for kids offer reliable grip and support, enhancing performance on the mat.",5528,5,2023-03-14,608.0
1237,2023-11-11,12,2,1044.0,650.0,544.0,482.0,95.0,80.0,79.0,83.0,Champions,889689,2023-11-11,2.0,218.0,37,female,North America,0,Magenta,1.0,fall,"Adidas taekwondo uniforms for kids are designed for flexibility and ease of movement, supporting young taekwondo practitioners.",5528,5,2023-11-11,436.0
1240,2023-09-14,70,2,2628.0,502.0,544.0,582.0,73.0,80.0,79.0,78.0,Champions,553173,2023-09-14,2.0,594.0,52,female,South America ,0,Orange,0.0,winter,Adidas lacrosse sticks for kids are lightweight and designed for younger players.,2326,5,2023-09-14,1188.0
1240,2023-09-14,70,2,2628.0,502.0,544.0,582.0,73.0,80.0,79.0,78.0,Champions,757664,2022-12-10,2.0,720.0,36,male,North America,1,Brown,1.0,winter,"Adidas lacrosse gloves offer protection and flexibility, ensuring comfort during play.",2326,4,2022-12-10,1440.0
1244,2023-08-21,94,2,1694.0,452.0,544.0,520.0,66.0,80.0,79.0,76.0,Champions,948273,2023-06-17,2.0,542.0,60,male,Europe,1,Orange,1.0,spring,"Adidas tennis rackets for kids provide excellent control and power, supporting their development on the court.",2580,5,2023-06-17,1084.0
1244,2023-08-21,94,2,1694.0,452.0,544.0,520.0,66.0,80.0,79.0,76.0,Champions,529983,2023-08-21,2.0,305.0,26,male,Europe,0,Turquoise,0.0,summer,"Adidas skateboards for kids are durable and well-crafted, ensuring a smooth and safe ride for young skaters.",2580,5,2023-08-21,610.0
1248,2023-11-18,5,2,958.0,670.0,544.0,479.0,97.0,80.0,79.0,84.0,Champions,282297,2023-02-27,2.0,408.0,30,male,North America,1,Red,1.0,spring,Adidas soccer balls for kids are durable and sized appropriately for young players.,6073,5,2023-02-27,816.0
1248,2023-11-18,5,2,958.0,670.0,544.0,479.0,97.0,80.0,79.0,84.0,Champions,456789,2023-11-18,2.0,71.0,23,male,Europe,1,Purple,1.0,spring,"Adidas basketball shorts for kids are a blend of style and functionality, meeting the high-energy demands of young players.",6073,5,2023-11-18,142.0
1256,2023-10-11,43,3,5805.0,568.0,651.0,668.0,82.0,95.0,95.0,92.0,Champions,317111,2023-09-20,3.0,543.0,19,male,South America ,0,Red,1.0,summer,The Adidas sneakers I bought gave me blisters on my feet.,3464,1,2023-09-20,1629.0
1256,2023-10-11,43,3,5805.0,568.0,651.0,668.0,82.0,95.0,95.0,92.0,Champions,745588,2023-04-27,3.0,808.0,65,female,Asia,1,Green,0.0,spring,"Adidas soccer gloves for kids provide a secure grip, enhancing the young goalkeeper's performance.",3464,5,2023-04-27,2424.0
1256,2023-10-11,43,3,5805.0,568.0,651.0,668.0,82.0,95.0,95.0,92.0,Champions,514306,2023-10-11,3.0,584.0,33,male,Europe,1,Gray,0.0,summer,The Adidas customer service hotline was always busy and hard to reach.,3464,1,2023-10-11,1752.0
1266,2023-06-30,146,3,2511.0,347.0,651.0,565.0,50.0,95.0,95.0,84.0,Champions,308423,2023-06-30,3.0,521.0,24,female,Asia,0,Brown,1.0,winter,"Adidas leggings offer a perfect blend of comfort, flexibility, and trendy designs.",3616,4,2023-06-30,1563.0
1266,2023-06-30,146,3,2511.0,347.0,651.0,565.0,50.0,95.0,95.0,84.0,Champions,885051,2023-06-14,3.0,177.0,48,female,Europe,1,Pink,0.0,winter,"Adidas soccer gloves for kids provide a secure grip, enhancing the young goalkeeper's performance.",3616,5,2023-06-14,531.0
1266,2023-06-30,146,3,2511.0,347.0,651.0,565.0,50.0,95.0,95.0,84.0,Champions,497180,2022-12-21,3.0,139.0,28,male,South America ,0,Maroon,0.0,fall,"Adidas soccer cleats for kids are more than just footwear; they're performance enhancers, providing traction and support on the field.",3616,5,2022-12-21,417.0
1274,2023-10-19,35,2,2486.0,590.0,544.0,562.0,86.0,80.0,79.0,81.0,Champions,556996,2023-10-19,2.0,648.0,50,female,South America ,1,Olive,0.0,summer,"Adidas socks are comfortable, but they may wear out quicker than expected.",3292,3,2023-10-19,1296.0
1274,2023-10-19,35,2,2486.0,590.0,544.0,562.0,86.0,80.0,79.0,81.0,Champions,733251,2023-01-26,2.0,595.0,21,female,North America,1,mix,1.0,summer,"Adidas soccer shorts for kids are stylish and comfortable, perfect for young athletes.",3292,5,2023-01-26,1190.0
1285,2023-11-09,14,2,2144.0,644.0,544.0,548.0,94.0,80.0,79.0,83.0,Champions,814283,2023-11-09,2.0,871.0,45,female,Asia,0,Yellow,1.0,summer,"Adidas soccer shorts for kids are stylish and comfortable, perfect for young athletes.",3206,5,2023-11-09,1742.0
1285,2023-11-09,14,2,2144.0,644.0,544.0,548.0,94.0,80.0,79.0,83.0,Champions,891547,2022-11-25,2.0,201.0,65,male,Asia,1,Green,1.0,summer,Adidas lacrosse sticks for kids are lightweight and designed for younger players.,3206,4,2022-11-25,402.0
1286,2023-11-15,8,3,5022.0,662.0,651.0,655.0,96.0,95.0,95.0,95.0,Champions,764855,2023-11-15,3.0,595.0,60,male,Asia,0,Brown,0.0,winter,"The Adidas Yeezy line consistently delivers on both style and exclusivity, capturing attention.",2883,5,2023-11-15,1785.0
1286,2023-11-15,8,3,5022.0,662.0,651.0,655.0,96.0,95.0,95.0,95.0,Champions,401811,2023-10-26,3.0,492.0,28,female,North America,0,Maroon,0.0,spring,"Adidas wrestling headgear provides protection and comfort, ensuring safety on the mat.",2883,4,2023-10-26,1476.0
1286,2023-11-15,8,3,5022.0,662.0,651.0,655.0,96.0,95.0,95.0,95.0,Champions,560373,2023-08-09,3.0,587.0,63,male,North America,0,Olive,1.0,winter,"Adidas basketball hoops are durable and adjustable, providing endless hours of play.",2883,4,2023-08-09,1761.0
1287,2023-11-19,4,3,4149.0,674.0,651.0,639.0,98.0,95.0,95.0,96.0,Champions,770212,2023-05-12,3.0,742.0,32,female,Asia,1,Brown,1.0,summer,"Adidas soccer gloves for kids provide a secure grip, enhancing the young goalkeeper's performance.",5614,5,2023-05-12,2226.0
1287,2023-11-19,4,3,4149.0,674.0,651.0,639.0,98.0,95.0,95.0,96.0,Champions,764298,2023-05-08,3.0,146.0,40,female,North America,1,Yellow,1.0,summer,"Adidas gym towels are absorbent and durable, perfect for workouts and sports activities.",5614,4,2023-05-08,438.0
1287,2023-11-19,4,3,4149.0,674.0,651.0,639.0,98.0,95.0,95.0,96.0,Champions,161045,2023-11-19,3.0,495.0,34,male,North America,1,mix,0.0,summer,"The Adidas Harden basketball shoes have good ankle support, but they can be heavy.",5614,3,2023-11-19,1485.0
1294,2023-11-22,1,3,5982.0,686.0,651.0,670.0,100.0,95.0,95.0,96.0,Champions,147561,2023-06-08,3.0,787.0,56,female,North America,0,Lavender,0.0,summer,"Adidas golf balls perform well, but they may not suit every golfer's preference.",3108,3,2023-06-08,2361.0
1294,2023-11-22,1,3,5982.0,686.0,651.0,670.0,100.0,95.0,95.0,96.0,Champions,153941,2023-11-22,3.0,452.0,22,male,Asia,1,mix,0.0,summer,"Adidas soccer shorts for kids are stylish and comfortable, perfect for young athletes.",3108,4,2023-11-22,1356.0
1294,2023-11-22,1,3,5982.0,686.0,651.0,670.0,100.0,95.0,95.0,96.0,Champions,659459,2023-11-04,3.0,755.0,30,male,Europe,1,Green,0.0,winter,"Adidas basketball jerseys for kids combine style and functionality, meeting the needs of young players.",3108,4,2023-11-04,2265.0
1296,2023-04-08,229,3,5010.0,193.0,651.0,653.0,28.0,95.0,95.0,78.0,Champions,799580,2023-04-07,3.0,336.0,58,male,South America ,0,Gray,1.0,spring,"Aidas soccer cleats for kids provide good traction on the field, ensuring safety and performance.",2523,5,2023-04-07,1008.0
1296,2023-04-08,229,3,5010.0,193.0,651.0,653.0,28.0,95.0,95.0,78.0,Champions,333942,2023-04-08,3.0,906.0,29,male,North America,0,Lavender,0.0,summer,"Adidas basketball referee whistles for kids are lightweight and reliable, making them essential for young referees.",2523,5,2023-04-08,2718.0
1296,2023-04-08,229,3,5010.0,193.0,651.0,653.0,28.0,95.0,95.0,78.0,Champions,333382,2022-12-29,3.0,428.0,64,female,Asia,0,Brown,1.0,spring,"Adidas gym towels are absorbent, but the sizing may be smaller than expected.",2523,3,2022-12-29,1284.0
1323,2023-11-06,17,2,1196.0,638.0,544.0,492.0,93.0,80.0,79.0,83.0,Champions,961942,2023-11-06,2.0,150.0,45,female,South America ,1,Green,1.0,fall,"Adidas referee jerseys are well-designed, ensuring officials look professional on the field.",2813,5,2023-11-06,300.0
1323,2023-11-06,17,2,1196.0,638.0,544.0,492.0,93.0,80.0,79.0,83.0,Champions,619619,2023-05-18,2.0,448.0,46,male,Europe,0,Yellow,0.0,fall,The Adidas sneakers I bought squeak loudly with every step.,2813,1,2023-05-18,896.0
1333,2023-09-20,64,2,1664.0,515.0,544.0,517.0,75.0,80.0,79.0,78.0,Champions,144154,2023-09-20,2.0,402.0,31,female,North America,1,Maroon,1.0,summer,My Adidas NMDs are both stylish and comfortable. A solid 5 out of 5!,6278,5,2023-09-20,804.0
1333,2023-09-20,64,2,1664.0,515.0,544.0,517.0,75.0,80.0,79.0,78.0,Champions,243760,2023-01-02,2.0,430.0,49,female,Europe,1,Olive,1.0,winter,"My Adidas order was canceled without explanation, and I had to reorder.",6278,1,2023-01-02,860.0
1338,2023-08-29,86,2,312.0,468.0,544.0,144.0,68.0,80.0,79.0,76.0,Champions,874070,2022-12-02,2.0,71.0,25,male,North America,0,Purple,1.0,spring,"The Adidas Climacool t-shirt keeps me cool during workouts. Lightweight, breathable, and stylish. A solid 5 out of 5!",4161,5,2022-12-02,142.0
1338,2023-08-29,86,2,312.0,468.0,544.0,144.0,68.0,80.0,79.0,76.0,Champions,455131,2023-08-29,2.0,85.0,44,female,Europe,1,Olive,0.0,fall,Adidas lacrosse sticks for kids are lightweight and designed for younger players.,4161,4,2023-08-29,170.0
1348,2023-11-10,13,2,2530.0,648.0,544.0,569.0,94.0,80.0,79.0,83.0,Champions,521088,2023-11-10,2.0,453.0,44,female,Europe,1,Purple,0.0,fall,"The durability of Adidas bags is good, though some may lack extra compartments.",2928,3,2023-11-10,906.0
1348,2023-11-10,13,2,2530.0,648.0,544.0,569.0,94.0,80.0,79.0,83.0,Champions,560304,2023-11-09,2.0,812.0,24,male,Asia,0,Green,0.0,spring,Adidas wrestling mats for kids provide a safe and cushioned surface for young wrestlers to practice on.,2928,5,2023-11-09,1624.0
